quadrangle
//Number_of_Node
72
//Number_of_Element
56
//Number_of_Region
1
//Factor
1000.0
10,9,1,2,
11,10,2,3,
12,11,3,4,
13,12,4,5,
14,13,5,6,
15,14,6,7,
16,15,7,8,
18,17,9,10,
19,18,10,11,
20,19,11,12,
21,20,12,13,
22,21,13,14,
23,22,14,15,
24,23,15,16,
26,25,17,18,
27,26,18,19,
28,27,19,20,
29,28,20,21,
30,29,21,22,
31,30,22,23,
32,31,23,24,
34,33,25,26,
35,34,26,27,
36,35,27,28,
37,36,28,29,
38,37,29,30,
39,38,30,31,
40,39,31,32,
42,41,33,34,
43,42,34,35,
44,43,35,36,
45,44,36,37,
46,45,37,38,
47,46,38,39,
48,47,39,40,
50,49,41,42,
51,50,42,43,
52,51,43,44,
53,52,44,45,
54,53,45,46,
55,54,46,47,
56,55,47,48,
58,57,49,50,
59,58,50,51,
60,59,51,52,
61,60,52,53,
62,61,53,54,
63,62,54,55,
64,63,55,56,
66,65,57,58,
67,66,58,59,
68,67,59,60,
69,68,60,61,
70,69,61,62,
71,70,62,63,
72,71,63,64,
1.00000 ,0.00000 ,
2.28571 ,0.00000 ,
3.57143 ,0.00000 ,
4.85714 ,0.00000 ,
6.14286 ,0.00000 ,
7.42857 ,0.00000 ,
8.71429 ,0.00000 ,
10.00000 ,0.00000 ,
1.00000 ,1.25000 ,
2.28571 ,1.25000 ,
3.57143 ,1.25000 ,
4.85714 ,1.25000 ,
6.14286 ,1.25000 ,
7.42857 ,1.25000 ,
8.71429 ,1.25000 ,
10.00000 ,1.25000 ,
1.00000 ,2.50000 ,
2.28571 ,2.50000 ,
3.57143 ,2.50000 ,
4.85714 ,2.50000 ,
6.14286 ,2.50000 ,
7.42857 ,2.50000 ,
8.71429 ,2.50000 ,
10.00000 ,2.50000 ,
1.00000 ,3.75000 ,
2.28571 ,3.75000 ,
3.57143 ,3.75000 ,
4.85714 ,3.75000 ,
6.14286 ,3.75000 ,
7.42857 ,3.75000 ,
8.71429 ,3.75000 ,
10.00000 ,3.75000 ,
1.00000 ,5.00000 ,
2.28571 ,5.00000 ,
3.57143 ,5.00000 ,
4.85714 ,5.00000 ,
6.14286 ,5.00000 ,
7.42857 ,5.00000 ,
8.71429 ,5.00000 ,
10.00000 ,5.00000 ,
1.00000 ,6.25000 ,
2.28571 ,6.25000 ,
3.57143 ,6.25000 ,
4.85714 ,6.25000 ,
6.14286 ,6.25000 ,
7.42857 ,6.25000 ,
8.71429 ,6.25000 ,
10.00000 ,6.25000 ,
1.00000 ,7.50000 ,
2.28571 ,7.50000 ,
3.57143 ,7.50000 ,
4.85714 ,7.50000 ,
6.14286 ,7.50000 ,
7.42857 ,7.50000 ,
8.71429 ,7.50000 ,
10.00000 ,7.50000 ,
1.00000 ,8.75000 ,
2.28571 ,8.75000 ,
3.57143 ,8.75000 ,
4.85714 ,8.75000 ,
6.14286 ,8.75000 ,
7.42857 ,8.75000 ,
8.71429 ,8.75000 ,
10.00000 ,8.75000 ,
1.00000 ,10.00000 ,
2.28571 ,10.00000 ,
3.57143 ,10.00000 ,
4.85714 ,10.00000 ,
6.14286 ,10.00000 ,
7.42857 ,10.00000 ,
8.71429 ,10.00000 ,
10.00000 ,10.00000 ,
1,56,air
